SYNIS_ID,MAELIADGERD,TEGUND,NR,RADNR,LENGD,KYN,KYNTHROSKI,FJOLDI,OSLAEGT,SLAEGT,LIFUR,MAGI,KYNFAERI,HEILDARTHYNGD,RANFISKURTEG,KVARNANR,MAGAASTAND,ALDUR,FAERSLUNUMER
680,3,5,1,17,37,,,1,805,,,,,,,,,,68003005001
680,3,1,9,14,47,1,1,1,935,875,8,14,0,,,,2,,68003001009
696,3,1,10,21,59,2,1,1,1925,1730,56,76,6,,,,1,,69603001010
696,20,491,2,22,,,,1,,,,,,48,1,10,,,69620491002
696,20,311,2,24,,,,1,,,,,,6,2,1,,,69620311002
696,3,2,1,23,70,2,2,1,3275,2900,110,36,60,,,,1,,69603002001
696,3,2,2,25,67,2,1,1,2640,2425,50,48,8,,,,1,,69603002002
696,20,311,3,26,,,,1,,,,,,18,2,2,,,69620311003
696,3,2,3,27,39,2,1,1,570,510,24,6,2,,,,2,,69603002003
696,3,2,4,28,43,1,1,1,760,700,22,6,0,,,,2,,69603002004
696,3,2,5,29,52,2,2,1,1330,1185,58,10,32,,,,2,,69603002005
696,3,2,6,30,48,1,1,1,1120,1035,18,14,0,,,,1,,69603002006
696,20,311,4,31,,,,1,,,,,,2,2,6,,,69620311004
696,3,2,7,32,57,2,1,1,1665,1485,46,22,6,,,,1,,69603002007
696,20,311,5,33,,,,1,,,,,,4,2,7,,,69620311005
696,3,2,8,34,59,2,1,1,1835,1675,28,20,8,,,,2,,69603002008
696,20,300,1,3,,,,1,,,,,,26,1,1,,,69620300001
696,3,1,1,1,72,2,1,1,3095,2820,64,84,14,,,,1,,69603001001
696,20,303,1,2,,,,1,,,,,,2,1,1,,,69620303001
696,3,1,2,4,45,1,1,1,800,765,6,12,0,,,,2,,69603001002
696,3,1,3,5,78,2,1,1,3935,3685,22,80,18,,,,2,,69603001003
696,3,1,4,6,58,2,1,1,1830,1695,20,48,6,,,,1,,69603001004
696,20,491,1,7,,,,1,,,,,,6,1,4,,,69620491001
696,20,459,1,8,,,,1,,,,,,14,1,4,,,69620459001
696,3,1,5,9,64,2,1,1,2465,2275,40,48,12,,,,1,,69603001005
696,20,311,1,10,,,,1,,,,,,8,1,5,,,69620311001
696,3,1,6,11,66,2,1,1,2615,2390,42,88,8,,,,1,,69603001006
696,20,300,2,12,,,,2,,,,,,42,1,6,,,69620300002
696,20,303,2,13,,,,1,,,,,,8,1,6,,,69620303002
696,3,1,7,14,69,1,1,1,2780,2545,56,66,0,,,,1,,69603001007
696,20,300,3,15,,,,1,,,,,,16,1,7,,,69620300003
696,3,1,8,16,58,1,1,1,1715,1590,34,16,0,,,,1,,69603001008
696,20,302,1,17,,,,1,,,,,,4,1,8,,,69620302001
696,3,1,9,18,47,1,1,1,885,825,12,16,0,,,,1,,69603001009
696,20,302,2,20,,,,1,,,,,,4,1,9,,,69620302002
697,20,302,1,3,,,,1,,,,,,16,1,1,,,69720302001
697,20,459,1,27,,,,1,,,,,,2,4,1,,,69720459001
697,20,303,1,2,,,,1,,,,,,2,1,1,,,69720303001
697,3,1,2,4,63,1,1,1,2265,2110,18,44,0,,,,2,,69703001002
697,3,1,3,5,42,2,1,1,595,550,4,18,2,,,,1,,69703001003
697,20,491,1,6,,,,1,,,,,,10,1,3,,,69720491001
697,3,1,4,7,75,2,1,1,3510,3200,56,80,14,,,,1,,69703001004
697,20,303,2,8,,,,1,,,,,,6,1,4,,,69720303002
697,3,1,5,9,65,1,1,1,2515,2350,36,44,0,,,,2,,69703001005
697,3,1,6,10,57,1,1,1,1665,1575,14,20,0,,,,2,,69703001006
697,3,1,7,11,57,2,1,1,1535,1425,10,50,6,,,,1,,69703001007
697,20,302,2,12,,,,1,,,,,,28,1,7,,,69720302002
697,3,1,8,13,57,1,2,1,1970,1660,44,34,166,,,,2,,69703001008
697,3,1,9,14,57,2,1,1,1455,1365,18,22,4,,,,2,,69703001009
697,3,1,10,15,48,2,1,1,905,855,12,14,2,,,,2,,69703001010
697,3,1,11,16,50,2,1,1,1105,1040,14,16,4,,,,1,,69703001011
697,20,303,3,17,,,,1,,,,,,2,1,11,,,69720303003
697,3,1,12,18,51,1,1,1,1045,980,8,20,0,,,,2,,69703001012
697,3,1,13,19,60,1,1,1,1730,1640,10,30,0,,,,2,,69703001013
697,3,1,14,20,45,1,1,1,860,800,20,14,0,,,,2,,69703001014
697,3,2,2,22,51,2,1,1,1290,1195,20,18,6,,,,1,,69703002002
697,3,2,1,21,51,1,1,1,1095,1005,26,10,6,,,,2,,69703002001
697,20,311,1,23,,,,1,,,,,,4,2,2,,,69720311001
697,3,2,3,24,56,2,1,1,1640,1510,26,16,6,,,,2,,69703002003
697,3,2,4,25,50,1,1,1,1170,1080,18,12,0,,,,2,,69703002004
697,3,4,2,28,43,1,1,1,615,570,12,,,,,,2,,69703004002
697,3,4,1,26,44,1,1,1,720,675,10,,,,,,1,,69703004001
697,3,1,1,1,73,1,1,1,3780,3470,30,76,0,,,,1,,69703001001
716,3,1,6,8,43,1,2,1,770,645,22,18,48,,,,1,,71603001006
716,3,1,5,7,63,1,2,1,2170,1825,50,36,192,,,,2,,71603001005
716,3,1,7,10,45,1,2,1,860,750,12,22,32,,,,1,,71603001007
716,20,491,3,11,,,,1,,,,,,8,1,7,,,71620491003
716,3,1,8,12,49,2,1,1,1055,965,0,30,6,,,,1,,71603001008
716,20,311,1,13,,,,1,,,,,,14,1,8,,,71620311001
716,3,1,9,14,63,2,1,1,1945,1840,14,26,6,,,,2,,71603001009
716,3,1,10,15,74,2,2,1,3405,2920,80,42,268,,,,2,,71603001010
716,3,1,11,16,51,1,1,1,1125,1045,10,20,0,,,,1,,71603001011
716,20,459,1,17,,,,1,,,,,,4,1,11,,,71620459001
716,3,1,12,18,47,1,1,1,985,910,8,26,0,,,,1,,71603001012
716,20,491,4,19,,,,1,,,,,,8,1,12,,,71620491004
716,3,1,13,20,48,2,2,1,995,860,24,22,50,,,,1,,71603001013
716,20,459,2,21,,,,1,,,,,,4,1,13,,,71620459002
716,3,1,14,22,43,2,2,1,890,745,26,46,38,,,,1,,71603001014
716,20,491,5,23,,,,1,,,,,,32,1,14,,,71620491005
716,3,1,15,24,58,1,2,1,2020,1735,24,32,160,,,,1,,71603001015
716,20,491,6,25,,,,1,,,,,,6,1,15,,,71620491006
716,3,1,16,26,49,2,1,1,960,865,10,50,4,,,,1,,71603001016
716,20,491,7,27,,,,1,,,,,,38,1,16,,,71620491007
716,20,459,3,29,,,,1,,,,,,4,2,1,,,71620459003
716,3,2,1,28,45,2,1,1,745,695,6,10,2,,,,1,,71603002001
716,3,2,2,30,49,2,1,1,1065,970,28,10,4,,,,2,,71603002002
716,3,2,3,31,46,1,2,1,865,740,46,10,26,,,,2,,71603002003
716,3,2,4,32,47,1,2,1,905,820,26,10,18,,,,1,,71603002004
716,20,311,2,33,,,,1,,,,,,2,2,4,,,71620311002
716,3,1,2,3,61,1,2,1,2340,1910,46,0,290,,,,2,,71603001002
716,3,1,1,1,56,2,2,1,1785,1475,60,52,102,,,,1,,71603001001
716,20,491,1,2,,,,1,,,,,,16,1,1,,,71620491001
716,3,1,3,4,69,2,1,1,2690,2445,26,76,16,,,,1,,71603001003
716,20,302,1,5,,,,1,,,,,,22,1,3,,,71620302001
716,3,1,4,6,65,2,1,1,2315,2115,58,34,14,,,,2,,71603001004
716,20,491,2,9,,,,1,,,,,,8,1,6,,,71620491002
717,20,491,1,3,,,,1,,,,,,32,1,1,,,71720491001
717,20,311,6,36,,,,1,,,,,,4,2,7,,,71720311006
717,20,303,1,2,,,,1,,,,,,8,1,1,,,71720303001
717,3,1,2,4,50,2,2,1,1230,1065,36,18,40,,,,1,,71703001002
717,20,459,1,5,,,,1,,,,,,2,1,2,,,71720459001
717,3,1,3,6,45,2,1,1,770,725,10,2,2,,,,2,,71703001003
717,3,1,4,7,61,1,2,1,2200,1770,20,24,148,,,,2,,71703001004
717,3,1,5,8,56,2,2,1,1620,1415,36,38,68,,,,1,,71703001005
717,20,303,2,9,,,,1,,,,,,2,1,5,,,71720303002
717,20,311,1,10,,,,1,,,,,,2,1,5,,,71720311001
717,3,1,6,11,60,1,1,1,1845,1670,8,84,8,,,,1,,71703001006
717,20,491,2,12,,,,1,,,,,,52,1,6,,,71720491002
717,3,1,7,13,56,1,2,1,1585,1390,16,28,94,,,,2,,71703001007
717,3,1,8,14,63,1,1,1,2225,2055,26,40,0,,,,1,,71703001008
717,20,303,3,15,,,,1,,,,,,2,1,8,,,71720303003
717,3,1,9,16,47,2,2,1,985,880,26,18,30,,,,1,,71703001009
717,20,459,2,17,,,,1,,,,,,4,1,9,,,71720459002
717,3,1,10,18,40,2,1,1,560,525,8,10,2,,,,2,,71703001010
717,3,1,11,19,43,1,1,1,740,690,12,12,0,,,,1,,71703001011
717,20,311,2,20,,,,1,,,,,,4,1,11,,,71720311002
717,3,2,1,25,71,2,2,1,3315,2945,116,32,76,,,,1,,71703002001
717,3,8,3,23,73,1,1,1,4135,3805,180,60,,,,,,,71703008003
717,3,6,1,24,68,2,1,1,1905,1755,88,22,,,,,2,,71703006001
717,20,311,3,26,,,,1,,,,,,10,2,1,,,71720311003
717,3,2,2,27,61,2,1,1,2040,1835,48,20,12,,,,1,,71703002002
717,20,311,4,28,,,,1,,,,,,4,2,2,,,71720311004
717,3,2,3,29,56,1,2,1,1525,1365,50,16,32,,,,1,,71703002003
717,20,459,3,30,,,,1,,,,,,2,2,3,,,71720459003
717,3,2,4,31,54,2,1,1,1555,1370,52,20,8,,,,2,,71703002004
717,3,2,5,32,66,2,1,1,2560,2335,64,26,14,,,,1,,71703002005
717,20,311,5,33,,,,1,,,,,,8,2,5,,,71720311005
717,3,2,6,34,53,2,1,1,1330,1215,34,14,6,,,,2,,71703002006
717,3,2,7,35,53,1,1,1,1270,1165,34,12,0,,,,1,,71703002007
717,3,1,1,1,73,2,1,1,3695,3355,92,94,20,,,,1,,71703001001
718,3,1,2,2,110,1,2,1,15140,12680,650,226,1178,,,,5,,71803001002
718,20,311,4,40,,,,1,,,,,,2,2,9,,,71820311004
718,3,1,3,3,69,1,1,1,2995,2795,38,58,0,,,,1,,71803001003
718,20,303,1,4,,,,11,,,,,,5,1,3,,,71820303001
718,20,459,1,5,,,,1,,,,,,5,1,3,,,71820459001
718,3,1,4,6,72,2,1,1,3075,2885,26,66,12,,,,1,,71803001004
718,20,491,1,7,,,,1,,,,,,24,1,4,,,71820491001
718,3,1,5,8,50,2,1,1,1080,1010,10,22,4,,,,1,,71803001005
718,20,491,2,9,,,,1,,,,,,10,1,5,,,71820491002
718,3,1,6,10,57,2,1,1,1720,1590,28,36,6,,,,1,,71803001006
718,20,303,2,11,,,,1,,,,,,4,1,6,,,71820303002
718,20,491,3,12,,,,1,,,,,,8,1,6,,,71820491003
718,3,1,7,13,51,1,1,1,1055,995,8,16,0,,,,1,,71803001007
718,20,303,3,14,,,,1,,,,,,2,1,7,,,71820303003
718,3,1,8,15,63,2,1,1,2250,2005,36,136,10,,,,1,,71803001008
718,20,302,1,16,,,,1,,,,,,66,1,8,,,71820302001
718,20,303,4,17,,,,1,,,,,,82,1,8,,,71820303004
718,3,1,9,18,49,2,1,1,980,915,10,24,4,,,,1,,71803001009
718,20,491,4,19,,,,1,,,,,,10,1,9,,,71820491004
718,3,1,10,20,58,1,1,1,1710,1565,22,52,0,,,,1,,71803001010
718,20,302,2,21,,,,1,,,,,,8,1,10,,,71820302002
718,20,303,5,22,,,,1,,,,,,22,1,10,,,71820303005
718,3,1,11,23,44,2,1,1,745,705,6,12,2,,,,2,,71803001011
718,3,2,3,28,56,1,2,1,1585,1420,56,12,22,,,,1,,71803002003
718,3,2,1,24,59,1,1,1,1890,1685,38,78,0,,,,1,,71803002001
718,20,491,6,26,,,,1,,,,,,60,2,1,,,71820491006
718,3,2,2,27,45,2,1,1,800,755,8,8,4,,,,2,,71803002002
718,20,311,1,29,,,,1,,,,,,2,2,3,,,71820311001
718,3,2,4,30,59,1,2,1,1895,1685,44,22,30,,,,1,,71803002004
718,20,459,2,31,,,,1,,,,,,6,2,4,,,71820459002
718,3,2,5,32,59,1,2,1,1970,1715,58,36,44,,,,1,,71803002005
718,20,491,7,33,,,,1,,,,,,14,2,5,,,71820491007
718,20,311,2,34,,,,1,,,,,,12,2,5,,,71820311002
718,3,2,6,35,37,1,1,1,465,435,8,4,0,,,,2,,71803002006
718,3,2,7,36,56,2,1,1,1660,1495,42,18,8,,,,2,,71803002007
718,3,2,8,37,61,2,1,1,1835,1685,38,18,14,,,,1,,71803002008
718,20,311,3,38,,,,1,,,,,,4,2,8,,,71820311003
718,3,2,9,39,52,1,2,1,1330,1190,58,12,28,,,,1,,71803002009
718,3,1,1,1,95,1,1,1,7280,6770,132,130,0,,,,5,,71803001001
719,3,1,12,21,49,1,1,1,910,865,10,10,0,,,,2,,71903001012
719,3,1,8,14,53,2,1,1,1170,1115,6,18,4,,,,2,,71903001008
719,3,2,2,28,62,2,1,1,2465,2340,48,26,12,,,,1,,71903002002
719,3,8,1,25,54,1,1,1,1560,1450,58,0,,,,,5,,71903008001
719,3,2,1,26,62,2,2,1,2410,2125,94,24,60,,,,1,,71903002001
719,20,459,4,27,,,,1,,,,,,4,2,1,,,71920459004
719,20,311,1,29,,,,1,,,,,,6,2,2,,,71920311001
719,3,2,3,30,59,2,2,1,1870,1600,96,22,70,,,,1,,71903002003
719,20,459,5,31,,,,1,,,,,,2,2,3,,,71920459005
719,3,2,4,32,57,1,1,1,1840,1665,52,20,0,,,,1,,71903002004
719,20,459,6,33,,,,1,,,,,,2,2,4,,,71920459006
719,3,1,9,15,51,1,1,1,1070,1000,8,28,0,,,,1,,71903001009
719,20,303,4,16,,,,1,,,,,,6,1,9,,,71920303004
719,20,459,3,17,,,,4,,,,,,2,1,9,,,71920459003
719,3,1,10,18,46,1,1,1,930,875,8,12,0,,,,2,,71903001010
719,3,1,11,19,46,1,1,1,820,765,10,16,0,,,,1,,71903001011
719,20,303,5,20,,,,1,,,,,,4,1,11,,,71920303005
719,3,5,1,23,35,1,1,1,625,590,10,4,,,,,,,71903005001
719,3,5,2,24,35,1,1,1,650,615,14,0,,,,,,,71903005002
719,3,1,2,3,83,1,2,1,5760,5010,122,86,386,,,,1,,71903001002
719,3,1,1,1,90,1,1,1,5600,5260,66,86,0,,,,1,,71903001001
719,20,459,1,2,,,,1,,,,,,4,1,1,,,71920459001
719,20,491,1,4,,,,1,,,,,,8,1,2,,,71920491001
719,3,1,3,5,53,1,1,1,1120,1055,10,20,0,,,,1,,71903001003
719,20,303,1,6,,,,1,,,,,,4,1,3,,,71920303001
719,20,459,2,7,,,,1,,,,,,2,1,3,,,71920459002
719,3,1,4,8,74,1,1,1,3835,3545,36,130,0,,,,1,,71903001004
719,20,303,2,9,,,,1,,,,,,76,1,4,,,71920303002
719,3,1,5,10,47,2,2,1,1000,890,30,16,22,,,,2,,71903001005
719,3,1,6,11,48,2,1,1,930,865,14,12,2,,,,2,,71903001006
719,3,1,7,12,55,1,2,1,1510,1330,24,26,88,,,,1,,71903001007
719,20,303,3,13,,,,1,,,,,,8,1,7,,,71920303003
719,3,1,13,22,44,2,1,1,640,605,6,8,2,,,,2,,71903001013
720,20,491,1,3,,,,1,,,,,,48,1,2,,,72020491001
720,3,1,1,1,83,1,1,1,5330,4940,62,102,0,,,,5,,72003001001
720,3,1,3,5,58,2,1,1,1660,1565,16,36,10,,,,5,,72003001003
720,3,1,4,6,92,2,2,1,7500,6410,362,128,352,,,,5,,72003001004
720,3,1,5,7,67,2,1,1,2555,2370,26,66,10,,,,1,,72003001005
720,20,303,1,8,,,,1,,,,,,2,1,5,,,72020303001
720,20,459,1,9,,,,1,,,,,,8,1,5,,,72020459001
720,20,491,2,10,,,,1,,,,,,12,1,5,,,72020491002
720,20,310,1,11,,,,1,,,,,,2,1,5,,,72020310001
720,3,1,6,12,54,2,1,1,1405,1310,24,26,4,,,,5,,72003001006
720,3,1,7,13,45,1,1,1,810,755,14,10,0,,,,1,,72003001007
720,20,303,2,14,,,,1,,,,,,2,1,7,,,72020303002
720,3,1,8,15,44,1,1,1,835,765,14,16,0,,,,1,,72003001008
720,20,303,3,16,,,,1,,,,,,2,1,8,,,72020303003
720,20,459,2,17,,,,1,,,,,,4,1,8,,,72020459002
720,3,1,9,18,60,2,1,1,1805,1680,26,32,0,,,,2,,72003001009
720,3,1,10,19,58,2,1,1,1795,1670,26,34,8,,,,1,,72003001010
720,20,303,4,20,,,,1,,,,,,2,1,10,,,72020303004
720,20,491,3,21,,,,1,,,,,,10,1,10,,,72020491003
720,3,1,11,22,48,2,1,1,975,915,12,20,4,,,,1,,72003001011
720,20,303,5,23,,,,1,,,,,,8,1,11,,,72020303005
720,3,1,12,24,46,1,1,1,845,790,8,18,0,,,,1,,72003001012
720,20,303,6,25,,,,1,,,,,,4,1,12,,,72020303006
720,3,2,2,27,57,2,2,1,1800,1580,60,24,42,,,,1,,72003002002
720,3,2,1,26,57,1,2,1,1825,1650,66,12,24,,,,2,,72003002001
720,20,311,1,28,,,,1,,,,,,8,2,2,,,72020311001
720,3,2,3,29,59,2,2,1,2170,1920,90,14,34,,,,2,,72003002003
720,3,2,4,30,61,2,1,1,2400,2175,80,22,12,,,,1,,72003002004
720,20,491,4,31,,,,1,,,,,,6,2,4,,,72020491004
720,3,2,5,32,43,1,1,1,685,625,16,6,0,,,,1,,72003002005
720,20,459,3,33,,,,1,,,,,,2,2,5,,,72020459003
720,3,2,6,34,41,1,1,1,630,570,16,6,0,,,,2,,72003002006
720,3,4,2,36,56,2,1,1,1165,1095,14,12,20,,,,2,,72003004002
720,3,4,1,35,53,2,1,1,1155,1075,30,14,28,,,,2,,72003004001
720,3,1,2,2,75,2,1,1,3710,3385,38,134,14,,,,1,,72003001002
720,20,305,1,4,,,,1,,,,,,4,1,2,,,72020305001
721,20,303,1,3,,,,1,,,,,,4,1,1,,,72120303001
721,3,1,1,1,58,2,1,1,1840,1610,78,66,6,,,,1,,72103001001
721,20,491,1,2,,,,1,,,,,,10,1,1,,,72120491001
721,20,459,1,4,,,,1,,,,,,22,1,1,,,72120459001
721,3,1,2,5,66,1,1,1,2345,2180,44,42,0,,,,1,,72103001002
721,20,303,2,6,,,,1,,,,,,14,1,2,,,72120303002
721,20,491,2,7,,,,1,,,,,,2,1,2,,,72120491002
721,3,1,3,8,69,1,1,1,2505,2345,24,56,0,,,,1,,72103001003
721,20,303,3,9,,,,1,,,,,,10,1,3,,,72120303003
721,3,1,4,10,52,1,1,1,1115,1045,8,28,0,,,,1,,72103001004
721,20,303,4,12,,,,1,,,,,,12,1,4,,,72120303004
721,20,44,1,11,,,,1,,,,,,4,1,4,,,72120044001
721,20,491,3,15,,,,1,,,,,,48,1,5,,,72120491003
721,3,1,5,13,75,1,1,1,3480,3180,40,132,0,,,,1,,72103001005
721,20,303,5,14,,,,1,,,,,,14,1,5,,,72120303005
721,3,1,6,16,51,2,1,1,1040,960,10,30,4,,,,1,,72103001006
721,20,303,6,17,,,,1,,,,,,10,1,6,,,72120303006
721,20,459,2,18,,,,1,,,,,,4,1,6,,,72120459002
721,3,1,7,19,46,1,1,1,795,750,12,12,0,,,,2,,72103001007
721,3,1,8,20,70,1,2,1,2880,2485,36,60,216,,,,2,,72103001008
721,3,1,9,21,59,1,1,1,1850,1690,24,76,0,,,,1,,72103001009
721,20,303,7,22,,,,1,,,,,,4,1,9,,,72120303007
721,20,302,1,23,,,,1,,,,,,44,1,9,,,72120302001
721,3,1,10,24,58,2,1,1,1555,1465,12,36,6,,,,1,,72103001010
721,20,491,4,25,,,,1,,,,,,18,1,10,,,72120491004
721,3,1,11,26,47,1,1,1,825,780,8,12,0,,,,2,,72103001011
721,3,1,12,27,48,1,1,1,835,785,6,16,0,,,,1,,72103001012
721,20,303,8,28,,,,1,,,,,,6,1,12,,,72120303008
721,3,2,2,31,63,1,1,1,2570,2385,68,26,0,,,,1,,72103002002
721,3,2,1,29,63,1,1,1,2355,2135,48,30,0,,,,1,,72103002001
721,20,311,1,30,,,,1,,,,,,10,2,1,,,72120311001
721,20,311,2,32,,,,1,,,,,,10,2,2,,,72120311002
721,3,2,3,33,57,1,1,1,1615,1495,18,20,0,,,,1,,72103002003
721,20,311,3,34,,,,1,,,,,,6,2,3,,,72120311003
721,3,2,4,35,44,1,1,1,760,710,16,8,0,,,,2,,72103002004
721,3,2,5,36,56,2,2,1,1530,1375,50,16,40,,,,1,,72103002005
721,20,311,4,37,,,,1,,,,,,4,2,5,,,72120311004
721,1,9,2,39,66,,,1,,,,,,,,,,,72101009002
721,1,9,1,38,67,,,1,,,,,,,,,,,72101009001
721,3,2,7,42,65,,,1,,,,,,,,,,,72103002007
722,3,1,1,16,85,1,1,1,5030,4640,76,104,0,,,,2,,72203001001
722,3,1,2,17,58,2,1,1,1755,1625,32,22,8,,,,2,,72203001002
722,3,1,4,19,60,1,2,1,2095,1765,56,34,176,,,,2,,72203001004
722,3,1,5,20,71,2,1,1,2900,2665,30,68,12,,,,1,,72203001005
722,20,459,1,21,,,,1,,,,,,6,1,5,,,72220459001
722,3,1,6,22,53,1,1,1,1315,1230,26,18,0,,,,2,,72203001006
722,3,1,7,23,55,1,1,1,1365,1290,10,20,0,,,,1,,72203001007
722,20,459,2,24,,,,1,,,,,,2,1,7,,,72220459002
722,3,1,8,25,64,1,1,1,2155,1980,18,48,0,,,,1,,72203001008
722,20,305,1,26,,,,1,,,,,,18,1,8,,,72220305001
722,3,1,9,27,53,2,1,1,1335,1240,12,26,4,,,,1,,72203001009
722,20,491,1,28,,,,1,,,,,,6,1,9,,,72220491001
722,20,303,1,29,,,,1,,,,,,2,1,9,,,72220303001
722,20,311,6,30,,,,1,,,,,,2,1,9,,,72220311006
722,3,1,10,31,66,2,1,1,2430,2225,84,34,10,,,,5,,72203001010
722,3,2,1,1,69,2,1,1,2750,2520,32,28,10,,,,1,,72203002001
722,3,2,2,3,65,2,2,1,2705,2310,98,22,110,,,,2,,72203002002
722,20,311,1,2,,,,1,,,,,,4,2,1,,,72220311001
722,3,2,3,4,63,2,1,1,2370,2120,48,18,10,,,,2,,72203002003
722,3,2,4,5,75,2,2,1,3985,3275,206,42,208,,,,2,,72203002004
722,3,2,5,6,64,2,1,1,2350,2105,68,28,12,,,,1,,72203002005
722,20,311,2,7,,,,1,,,,,,6,2,5,,,72220311002
722,3,2,6,8,54,2,2,1,1485,1285,52,20,36,,,,1,,72203002006
722,20,311,3,9,,,,1,,,,,,6,2,6,,,72220311003
722,3,2,7,10,63,2,2,1,2395,2120,78,18,66,,,,2,,72203002007
722,3,2,8,11,64,2,1,1,2395,2135,72,28,14,,,,2,,72203002008
722,3,2,9,12,58,2,2,1,2105,1815,86,20,64,,,,1,,72203002009
722,20,311,4,13,,,,1,,,,,,6,2,9,,,72220311004
722,3,2,10,14,59,2,1,1,2075,1865,60,26,10,,,,1,,72203002010
722,20,311,5,15,,,,1,,,,,,10,2,10,,,72220311005
722,3,1,3,18,77,1,1,1,3990,3700,118,20,0,,,,2,,72203001003
741,3,2,2,27,61,2,1,1,2285,2125,48,14,14,,,,2,,74103002002
741,20,303,3,24,,,,1,,,,,,4,1,14,,,74120303003
741,20,459,1,26,,,,1,,,,,,2,2,1,,,74120459001
741,3,2,3,28,68,2,1,1,3020,2775,44,20,14,,,,1,,74103002003
741,20,459,2,29,,,,1,,,,,,4,2,3,,,74120459002
741,3,2,4,30,57,2,1,1,1615,1470,28,12,8,,,,2,,74103002004
741,3,2,5,31,42,1,1,1,655,600,20,6,0,,,,2,,74103002005
741,3,2,6,32,44,1,2,1,775,695,30,8,16,,,,2,,74103002006
741,3,1,1,1,74,2,1,1,3660,3450,34,58,14,,,,2,,74103001001
741,3,1,2,2,66,2,1,1,2375,2240,16,42,8,,,,1,,74103001002
741,20,303,1,3,,,,1,,,,,,4,1,2,,,74120303001
741,3,1,3,4,65,2,1,1,2370,2225,34,32,8,,,,1,,74103001003
741,20,303,2,5,,,,1,,,,,,4,1,3,,,74120303002
741,3,1,4,6,65,2,1,1,2370,2195,28,64,10,,,,1,,74103001004
741,20,491,1,7,,,,1,,,,,,28,1,4,,,74120491001
741,3,1,5,8,72,1,1,1,2825,2635,56,42,0,,,,5,,74103001005
741,3,1,6,9,53,1,1,1,1230,1140,14,30,0,,,,1,,74103001006
741,20,491,2,10,,,,1,,,,,,10,1,6,,,74120491002
741,3,1,7,11,62,2,1,1,1820,1710,12,46,8,,,,1,,74103001007
741,20,491,3,12,,,,1,,,,,,22,1,7,,,74120491003
741,3,1,8,13,81,1,1,1,4730,4345,84,136,0,,,,1,,74103001008
741,20,302,1,14,,,,1,,,,,,44,1,8,,,74120302001
741,3,1,9,15,59,1,1,1,1875,1745,22,40,0,,,,1,,74103001009
741,20,491,4,16,,,,1,,,,,,14,1,9,,,74120491004
741,3,1,10,17,57,2,1,1,1540,1445,16,28,6,,,,1,,74103001010
741,20,311,1,18,,,,1,,,,,,6,1,10,,,74120311001
741,3,1,11,19,59,2,1,1,1690,1550,24,56,8,,,,1,,74103001011
741,20,491,5,20,,,,1,,,,,,28,1,11,,,74120491005
741,3,1,12,21,48,1,1,1,1030,955,18,14,0,,,,5,,74103001012
741,3,1,13,22,48,2,1,1,905,840,12,12,4,,,,2,,74103001013
741,3,1,14,23,49,1,1,1,935,885,10,14,0,,,,1,,74103001014
741,3,2,1,25,56,2,2,1,1670,1455,70,16,60,,,,1,,74103002001
742,3,1,1,1,49,2,1,1,1255,1155,12,38,4,,,,1,,74203001001
742,3,1,11,24,,,,1,,,,,,,,,,,74203001011
742,3,1,2,3,49,1,1,1,1120,1030,12,24,0,,,,1,,74203001002
742,20,459,1,4,,,,1,,,,,,8,1,2,,,74220459001
742,3,1,3,5,52,2,1,1,1270,1125,18,68,4,,,,1,,74203001003
742,20,303,2,6,,,,1,,,,,,50,1,3,,,74220303002
742,3,1,4,7,54,2,2,1,1405,1205,34,46,62,,,,1,,74203001004
742,20,303,3,8,,,,7,,,,,,28,1,4,,,74220303003
742,3,1,5,9,58,1,1,1,1910,1600,24,214,0,,,,1,,74203001005
742,20,303,4,10,,,,1,,,,,,182,1,5,,,74220303004
742,3,1,6,11,55,2,1,1,1560,1400,24,54,6,,,,1,,74203001006
742,20,303,5,12,,,,1,,,,,,10,1,6,,,74220303005
742,20,302,1,13,,,,1,,,,,,16,1,6,,,74220302001
742,3,1,7,14,55,2,1,1,1340,1225,12,56,6,,,,1,,74203001007
742,20,302,2,15,,,,1,,,,,,6,1,7,,,74220302002
742,20,303,6,16,,,,1,,,,,,30,1,7,,,74220303006
742,3,1,8,17,55,2,1,1,1390,1240,14,76,6,,,,1,,74203001008
742,20,29,1,18,,,,1,,,,,,18,1,8,,,74220029001
742,20,302,3,19,,,,1,,,,,,14,1,8,,,74220302003
742,20,303,7,20,,,,1,,,,,,26,1,8,,,74220303007
742,3,1,9,21,55,1,2,1,1405,1225,28,66,34,,,,1,,74203001009
742,20,303,8,22,,,,1,,,,,,50,1,9,,,74220303008
742,3,1,10,23,22,2,1,1,85,80,0,0,0,,,,2,,74203001010
742,20,303,1,2,,,,1,,,,,,20,1,1,,,74220303001
762,3,1,11,55,49,1,1,1,1005,910,32,16,1,,,,2,,76203001011
762,20,311,1,2,,,,1,,,,,,6,2,1,,,76220311001
762,20,491,1,5,,,,1,,,,,,10,2,3,,,76220491001
762,3,2,4,6,50,1,2,1,1220,1055,50,14,32,,,,1,,76203002004
762,20,459,1,7,,,,1,,,,,,4,2,4,,,76220459001
762,3,2,5,8,52,1,1,1,1180,1095,18,12,1,,,,2,,76203002005
762,3,2,6,9,64,2,1,1,2595,2250,124,46,20,,,,1,,76203002006
